No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
⚠ WiFi connection timeout (20s). Falling back to AP Setup Mode!
✖ WiFi connection lost
🚀 AP Mode active. SSID: 'Pool-Controller-Setup'. IP: 192.168.4.1
[ 36055][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36063][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36071][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36079][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36087][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36095][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36103][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36111][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36119][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36127][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36135][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36143][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36151][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36159][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36167][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36175][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36183][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36191][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36199][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36207][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36215][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36223][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36231][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36239][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36247][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36255][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36263][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36271][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36279][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36287][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36295][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36303][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36311][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36319][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36327][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36335][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36343][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36351][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36359][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36367][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36375][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36383][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36391][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36399][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36407][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36415][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36423][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36431][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36439][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36447][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36455][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36463][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36471][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36479][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36487][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36495][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36503][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36511][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36519][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36527][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36535][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36543][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36551][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36559][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36567][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36575][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36583][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36591][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36599][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36607][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36615][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36623][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36631][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36639][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36647][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36655][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36663][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36671][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36679][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36687][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36695][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 36703][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
[ 37016][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37024][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37032][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37040][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37048][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37056][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37064][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37072][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37080][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37088][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37096][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37104][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37112][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37120][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37128][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37136][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37144][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37152][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37160][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37168][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37176][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37184][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37192][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37200][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37208][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37216][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37224][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37232][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37240][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37248][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37256][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37264][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37272][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37280][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37288][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37296][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37304][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37312][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37320][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37328][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37336][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37344][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37352][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37360][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37368][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37376][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37384][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37392][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37400][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37408][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37416][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37424][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37432][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37440][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37448][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37456][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37464][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37472][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37480][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37488][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37496][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37504][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37512][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37520][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37528][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37536][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37544][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37552][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37560][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37568][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37576][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37584][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37592][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37600][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37608][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37616][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37624][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37632][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37640][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37648][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37656][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37664][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37672][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37680][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37688][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37696][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37704][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37712][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37720][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37728][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37736][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37744][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37752][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37760][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37768][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37776][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37784][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37792][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37800][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37808][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37816][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37824][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37832][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37840][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37848][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37856][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37864][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37872][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37880][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37888][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37896][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37904][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37912][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37920][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37928][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37936][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37944][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37952][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37960][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37968][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37976][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37984][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 37992][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38000][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38008][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38016][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38024][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38032][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38040][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38048][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38056][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38064][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38072][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38080][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38088][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38096][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38104][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38112][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38120][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38128][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38136][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38144][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38152][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38160][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38168][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38176][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38184][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38192][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38200][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38208][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38216][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38224][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38232][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38240][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38248][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38256][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38264][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38272][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38280][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38288][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38296][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38304][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38312][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38320][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38328][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38336][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38344][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38352][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38360][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38368][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38376][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38384][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38392][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38400][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38408][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38416][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38424][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38432][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38440][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38448][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38456][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38464][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38472][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38480][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38488][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38496][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38504][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38512][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38520][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38528][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38536][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38544][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38552][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38560][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38568][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38576][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38584][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38592][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38600][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 38608][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
